song_id,artist_name,song_name,popularity,energy,valence,danceability,explicit,loudness,duration_ms
Lionel Richie - Truly,Lionel Richie,Truly,64,0.238,0.131,0.366,0,-13.853,200506
Lionel Richie - We Are The World - Live,Lionel Richie,We Are The World - Live,56,0.663,0.539,0.305,0,-8.715,239400
Madonna - Frozen,Madonna,Frozen,70,0.616,0.31,0.602,0,-10.917,367333
Madonna - Hung Up,Madonna,Hung Up,78,0.647,0.405,0.649,0,-7.695,337733
Madonna - La Isla Bonita,Madonna,La Isla Bonita,73,0.822,0.964,0.724,0,-4.374,242733
Madonna - Like a Prayer,Madonna,Like a Prayer,74,0.629,0.324,0.66,0,-12.359,340866
Madonna - Like a Virgin,Madonna,Like a Virgin,73,0.655,0.97,0.771,0,-10.842,218626
Mariah Carey - All I Want for Christmas Is You,Mariah Carey,All I Want for Christmas Is You,71,0.61,0.352,0.504,0,-7.281,241560
Mariah Carey - Always Be My Baby,Mariah Carey,Always Be My Baby,73,0.531,0.487,0.65,0,-8.335,258133
Mariah Carey - Fantasy,Mariah Carey,Fantasy,78,0.727,0.807,0.669,0,-7.588,243493
Mariah Carey - Hero,Mariah Carey,Hero,70,0.269,0.143,0.507,0,-13.132,257920
Mariah Carey - Obsessed,Mariah Carey,Obsessed,70,0.468,0.369,0.742,0,-5.557,242200
Mariah Carey - Touch My Body,Mariah Carey,Touch My Body,74,0.665,0.842,0.714,0,-7.736,204733
Mariah Carey - We Belong Together,Mariah Carey,We Belong Together,72,0.47,0.785,0.837,0,-7.981,201400
Mariah Carey - Without You,Mariah Carey,Without You,71,0.398,0.161,0.604,0,-11.865,215110
Maroon 5 - Animals,Maroon 5,Animals,82,0.742,0.328,0.279,0,-6.46,231013
Maroon 5 - Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,Beautiful Mistakes (feat. Megan Thee Stallion),78,0.676,0.721,0.713,0,-5.483,227395
Maroon 5 - Maps,Maroon 5,Maps,86,0.713,0.879,0.742,0,-5.522,189960
Maroon 5 - Memories,Maroon 5,Memories,85,0.327,0.595,0.775,0,-7.241,189486
"Maroon 5 - Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Maroon 5,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",74,0.762,0.633,0.714,0,-4.459,201253
Maroon 5 - One More Night,Maroon 5,One More Night,73,0.82,0.613,0.718,0,-3.453,219466
Maroon 5 - Payphone,Maroon 5,Payphone,73,0.756,0.523,0.739,1,-4.828,231386
Maroon 5 - She Will Be Loved - Radio Mix,Maroon 5,She Will Be Loved - Radio Mix,83,0.663,0.465,0.651,0,-5.569,259453
Maroon 5 - Sugar,Maroon 5,Sugar,82,0.788,0.884,0.748,1,-7.055,235493
Maroon 5 - This Love,Maroon 5,This Love,85,0.862,0.809,0.712,0,-4.612,206200
Marvin Gaye - Ain't No Mountain High Enough,Marvin Gaye,Ain't No Mountain High Enough,85,0.6,0.8,0.663,0,-10.87,151666
Marvin Gaye - How Sweet It Is (To Be Loved By You),Marvin Gaye,How Sweet It Is (To Be Loved By You),61,0.49,0.963,0.653,0,-10.106,177773
Marvin Gaye - I Heard It Through The Grapevine,Marvin Gaye,I Heard It Through The Grapevine,73,0.362,0.616,0.711,0,-10.851,194293
Marvin Gaye - Let's Get It On,Marvin Gaye,Let's Get It On,70,0.769,0.594,0.502,0,-4.946,293767
Marvin Gaye - Mercy Mercy Me (The Ecology),Marvin Gaye,Mercy Mercy Me (The Ecology),69,0.632,0.466,0.501,0,-12.069,196080
Marvin Gaye - Sexual Healing,Marvin Gaye,Sexual Healing,73,0.598,0.736,0.806,0,-9.701,238600
Marvin Gaye - What's Going On,Marvin Gaye,What's Going On,71,0.724,0.823,0.444,0,-9.536,233000
Marvin Gaye - You're All I Need To Get By,Marvin Gaye,You're All I Need To Get By,62,0.448,0.172,0.513,0,-11.074,173866
Michael Jackson - Beat It,Michael Jackson,Beat It,80,0.711,0.901,0.776,0,-9.03,258152
Michael Jackson - Billie Jean,Michael Jackson,Billie Jean,83,0.457,0.884,0.932,0,-9.62,294187
Michael Jackson - Chicago,Michael Jackson,Chicago,79,0.756,0.55,0.608,0,-2.675,245506
Michael Jackson - Don't Stop 'Til You Get Enough,Michael Jackson,Don't Stop 'Til You Get Enough,76,0.93,0.895,0.878,0,-4.705,364400
Michael Jackson - P.Y.T. (Pretty Young Thing),Michael Jackson,P.Y.T. (Pretty Young Thing),74,0.67,0.961,0.894,0,-9.406,238723
Michael Jackson - Remember the Time,Michael Jackson,Remember the Time,76,0.908,0.801,0.834,0,-3.404,239626
Michael Jackson - Rock with You - Single Version,Michael Jackson,Rock with You - Single Version,80,0.535,0.848,0.808,0,-12.521,220626
Michael Jackson - Smooth Criminal - 2012 Remaster,Michael Jackson,Smooth Criminal - 2012 Remaster,73,0.981,0.595,0.853,0,-3.947,257760
Michael Jackson - The Way You Make Me Feel - 2012 Remaster,Michael Jackson,The Way You Make Me Feel - 2012 Remaster,68,0.854,0.54,0.877,0,-4.523,298120
Michael Jackson - Thriller,Michael Jackson,Thriller,69,0.687,0.783,0.771,0,-9.814,357753
Neil Diamond - Beautiful Noise,Neil Diamond,Beautiful Noise,55,0.421,0.669,0.5,0,-14.542,204560
"Neil Diamond - Cherry, Cherry",Neil Diamond,"Cherry, Cherry",56,0.534,0.939,0.651,0,-11.953,162040
Neil Diamond - Cracklin' Rosie - Single Version,Neil Diamond,Cracklin' Rosie - Single Version,68,0.693,0.772,0.587,0,-8.577,180106
Neil Diamond - Forever In Blue Jeans,Neil Diamond,Forever In Blue Jeans,64,0.39,0.839,0.706,0,-13.673,217533
"Neil Diamond - Girl, You'll Be A Woman Soon",Neil Diamond,"Girl, You'll Be A Woman Soon",63,0.377,0.725,0.472,0,-13.643,201133
Neil Diamond - I Am...I Said - Single Version,Neil Diamond,I Am...I Said - Single Version,63,0.553,0.506,0.253,0,-7.288,214946
Neil Diamond - September Morn,Neil Diamond,September Morn,57,0.23,0.2,0.42,0,-17.108,232000
Neil Diamond - Solitary Man,Neil Diamond,Solitary Man,54,0.629,0.782,0.587,0,-5.825,153306
Neil Diamond - Song Sung Blue,Neil Diamond,Song Sung Blue,48,0.529,0.507,0.594,0,-9.338,185653
Neil Diamond - Sweet Caroline,Neil Diamond,Sweet Caroline,78,0.127,0.578,0.529,0,-16.066,203573
Neil Sedaka - Bad Blood,Neil Sedaka,Bad Blood,42,0.736,0.862,0.737,0,-8.347,189066
Neil Sedaka - Breaking Up Is Hard to Do,Neil Sedaka,Breaking Up Is Hard to Do,60,0.756,0.959,0.687,0,-8.042,142333
Neil Sedaka - Calendar Girl,Neil Sedaka,Calendar Girl,57,0.68,0.877,0.703,0,-7.67,158093
"Neil Sedaka - Happy Birthday, Sweet Sixteen",Neil Sedaka,"Happy Birthday, Sweet Sixteen",48,0.67,0.855,0.615,0,-7.552,159373
Neil Sedaka - Laughter In The Rain,Neil Sedaka,Laughter In The Rain,68,0.797,0.654,0.687,0,-5.086,186320
Neil Sedaka - Next Door to an Angel,Neil Sedaka,Next Door to an Angel,37,0.888,0.962,0.775,0,-7.47,145066
Neil Sedaka - Oh! Carol,Neil Sedaka,Oh! Carol,61,0.767,0.911,0.598,0,-7.839,136680
Neil Sedaka - Stairway to Heaven,Neil Sedaka,Stairway to Heaven,38,0.785,0.85,0.379,0,-7.94,163466
Neil Sedaka - The Hungry Years,Neil Sedaka,The Hungry Years,39,0.377,0.17,0.38,0,-11.06,246933
Neil Sedaka - You Mean Everything to Me,Neil Sedaka,You Mean Everything to Me,53,0.373,0.682,0.375,0,-10.3,157626
Nelly - Body On Me,Nelly,Body On Me,48,0.671,0.766,0.783,0,-7.104,209706
Nelly - Country Grammar (Hot Shit),Nelly,Country Grammar (Hot Shit),70,0.663,0.586,0.881,1,-6.822,287000
Nelly - Dilemma,Nelly,Dilemma,80,0.552,0.611,0.726,1,-8.075,289160
Nelly - Grillz,Nelly,Grillz,61,0.515,0.844,0.863,1,-7.243,271160
Nelly - Hot In Herre,Nelly,Hot In Herre,77,0.745,0.913,0.957,1,-4.753,228240
Nelly - Just A Dream,Nelly,Just A Dream,75,0.745,0.116,0.465,0,-6.148,238093
Nelly - Lil Bit (feat. Florida Georgia Line),Nelly,Lil Bit (feat. Florida Georgia Line),67,0.689,0.41,0.707,1,-7.097,195962
Nelly - Nasty Girl,Nelly,Nasty Girl,42,0.658,0.675,0.831,0,-6.183,290706
Nelly - Over And Over,Nelly,Over And Over,64,0.518,0.463,0.644,1,-10.02,253933
Nelly - Ride Wit Me,Nelly,Ride Wit Me,77,0.7,0.724,0.85,1,-6.49,291781
Olivia Newton-John - Hopelessly Devoted To You,Olivia Newton-John,Hopelessly Devoted To You,60,0.704,0.43,0.437,0,-6.731,119187
"Olivia Newton-John - I Love You, I Honestly Love You",Olivia Newton-John,"I Love You, I Honestly Love You",50,0.112,0.153,0.355,0,-15.309,220333
Olivia Newton-John - Physical - Remastered 2021,Olivia Newton-John,Physical - Remastered 2021,63,0.728,0.74,0.84,0,-8.473,225992
Olivia Newton-John - The Best Of Me,Olivia Newton-John,The Best Of Me,37,0.49,0.253,0.551,0,-7.941,246336
Olivia Newton-John - Xanadu,Olivia Newton-John,Xanadu,55,0.806,0.477,0.546,0,-7.171,213026
P!nk - All Out Of Fight,P!nk,All Out Of Fight,74,0.359,0.279,0.42,0,-6.932,212306
P!nk - Just Give Me a Reason (feat. Nate Ruess),P!nk,Just Give Me a Reason (feat. Nate Ruess),85,0.547,0.441,0.778,0,-7.273,242733
P!nk - Never Gonna Not Dance Again,P!nk,Never Gonna Not Dance Again,66,0.743,0.786,0.677,1,-5.623,225266
P!nk - So What,P!nk,So What,80,0.866,0.412,0.537,1,-3.08,215160
P!nk - TRUSTFALL,P!nk,TRUSTFALL,73,0.854,0.27,0.639,0,-5.626,236253
P!nk - Try,P!nk,Try,79,0.628,0.552,0.674,0,-7.079,247906
P!nk - What About Us,P!nk,What About Us,78,0.588,0.193,0.491,0,-6.177,269600
P!nk - Who Knew - Edit,P!nk,Who Knew - Edit,74,0.734,0.46,0.688,0,-4.569,208493
Paul Anka - (You're) Having My Baby,Paul Anka,(You're) Having My Baby,52,0.589,0.587,0.596,0,-8.747,156293
Paul Anka - Diana - Remastered,Paul Anka,Diana - Remastered,60,0.476,0.951,0.639,0,-10.921,147760
Paul Anka - I Don't Like To Sleep Alone,Paul Anka,I Don't Like To Sleep Alone,49,0.557,0.26,0.48,0,-9.696,198826
Paul Anka - Lonely Boy - Remastered,Paul Anka,Lonely Boy - Remastered,50,0.501,0.855,0.426,0,-9.529,154973
Paul Anka - My Way (with Frank Sinatra),Paul Anka,My Way (with Frank Sinatra),50,0.347,0.196,0.368,0,-10.457,312253
Paul Anka - Pennies From Heaven (with Michael Bublé),Paul Anka,Pennies From Heaven (with Michael Bublé),52,0.315,0.447,0.739,0,-10.129,250546
Paul Anka - Puppy Love - Remastered,Paul Anka,Puppy Love - Remastered,59,0.443,0.448,0.234,0,-7.605,161533
Paul Anka - Put Your Head On My Shoulder - Remastered,Paul Anka,Put Your Head On My Shoulder - Remastered,70,0.396,0.524,0.579,0,-10.032,158906
Paul Anka - You Are My Destiny,Paul Anka,You Are My Destiny,42,0.504,0.394,0.258,0,-7.481,222079
Paul McCartney - Ebony And Ivory - Remixed 2015,Paul McCartney,Ebony And Ivory - Remixed 2015,61,0.692,0.708,0.567,0,-7.881,226266
Paul McCartney - Every Night - 2011 Remaster,Paul McCartney,Every Night - 2011 Remaster,61,0.404,0.867,0.605,0,-12.366,153413
Paul McCartney - Junk - 2011 Remaster,Paul McCartney,Junk - 2011 Remaster,57,0.0862,0.315,0.712,0,-17.696,115293
Paul McCartney - Live And Let Die - Live,Paul McCartney,Live And Let Die - Live,45,0.934,0.254,0.24,0,-3.117,184973
Paul McCartney - Maybe I’m Amazed - 2011 Remaster,Paul McCartney,Maybe I’m Amazed - 2011 Remaster,64,0.494,0.373,0.471,0,-10.407,229826
Paul McCartney - My Love,Paul McCartney,My Love,34,0.0457,0.0387,0.176,0,-27.294,227906
Paul McCartney - Say Say Say - Remastered 2015,Paul McCartney,Say Say Say - Remastered 2015,68,0.686,0.828,0.822,0,-10.456,235693
Paul McCartney - The Kiss Of Venus (Dominic Fike),Paul McCartney,The Kiss Of Venus (Dominic Fike),64,0.374,0.633,0.715,0,-6.665,143530
Paula Abdul - Cold Hearted,Paula Abdul,Cold Hearted,54,0.679,0.724,0.879,0,-8.59,231400
Paula Abdul - Forever Your Girl,Paula Abdul,Forever Your Girl,46,0.891,0.747,0.701,0,-7.873,300466
Paula Abdul - Opposites Attract,Paula Abdul,Opposites Attract,51,0.842,0.933,0.783,0,-8.838,265373
Paula Abdul - Rush Rush,Paula Abdul,Rush Rush,62,0.44,0.395,0.706,0,-11.577,292933
Paula Abdul - Straight Up,Paula Abdul,Straight Up,63,0.826,0.762,0.769,0,-8.252,251466
Paula Abdul - Vibeology,Paula Abdul,Vibeology,45,0.758,0.645,0.722,0,-9.33,316333
Phil Collins - Another Day in Paradise - 2016 Remaster,Phil Collins,Another Day in Paradise - 2016 Remaster,77,0.565,0.365,0.78,0,-7.32,322133
Phil Collins - Do You Remember? - 2016 Remaster,Phil Collins,Do You Remember? - 2016 Remaster,66,0.5,0.525,0.677,0,-7.839,276000
Phil Collins - In The Air Tonight - 2015 Remastered,Phil Collins,In The Air Tonight - 2015 Remastered,78,0.239,0.298,0.446,0,-13.945,336453
Phil Collins - One More Night - 2016 Remaster,Phil Collins,One More Night - 2016 Remaster,70,0.431,0.326,0.527,0,-9.551,291253
Phil Collins - Sussudio - 2016 Remaster,Phil Collins,Sussudio - 2016 Remaster,67,0.935,0.748,0.7,0,-5.197,264133
Phil Collins - You Can't Hurry Love - 2016 Remaster,Phil Collins,You Can't Hurry Love - 2016 Remaster,78,0.936,0.763,0.62,0,-4.593,175746
Post Malone - Better Now,Post Malone,Better Now,81,0.576,0.357,0.685,1,-5.772,231261
Post Malone - Chemical,Post Malone,Chemical,83,0.9,0.369,0.49,1,-4.65,183410
Post Malone - Circles,Post Malone,Circles,87,0.761,0.575,0.693,0,-3.51,215277
Post Malone - Congratulations,Post Malone,Congratulations,82,0.804,0.492,0.63,1,-4.183,220293
Post Malone - I Like You (A Happier Song) (with Doja Cat),Post Malone,I Like You (A Happier Song) (with Doja Cat),82,0.718,0.447,0.738,1,-5.162,192840
Post Malone - Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,86,0.548,0.881,0.754,0,-4.335,157559
Post Malone - Wow.,Post Malone,Wow.,82,0.542,0.375,0.828,1,-7.264,149506
Post Malone - rockstar (feat. 21 Savage),Post Malone,rockstar (feat. 21 Savage),84,0.535,0.152,0.592,1,-6.015,218146
Prince - 1999 - 2019 Remaster,Prince,1999 - 2019 Remaster,58,0.826,0.596,0.863,0,-5.496,373747
Prince - I Wanna Be Your Lover,Prince,I Wanna Be Your Lover,57,0.507,0.729,0.812,0,-8.825,347666
Prince - I Would Die 4 U,Prince,I Would Die 4 U,61,0.75,0.639,0.731,0,-10.457,178986
Prince - Kiss,Prince,Kiss,75,0.271,0.742,0.898,0,-12.238,226240
Prince - Let's Go Crazy,Prince,Let's Go Crazy,66,0.93,0.376,0.309,0,-6.399,280000
Prince - Little Red Corvette - 2019 Remaster,Prince,Little Red Corvette - 2019 Remaster,52,0.858,0.658,0.736,1,-6.054,303543
Prince - Purple Rain,Prince,Purple Rain,75,0.452,0.189,0.367,0,-10.422,520786
Prince - Raspberry Beret,Prince,Raspberry Beret,66,0.67,0.91,0.761,0,-12.759,215173
Prince - The Most Beautiful Girl In the World,Prince,The Most Beautiful Girl In the World,59,0.693,0.453,0.489,0,-4.952,265320
Prince - When Doves Cry,Prince,When Doves Cry,71,0.989,0.84,0.729,0,-4.613,352906
R. Kelly - Bump n' Grind,R. Kelly,Bump n' Grind,59,0.481,0.679,0.621,0,-8.016,256133
R. Kelly - Burn It Up (feat. Wysin & Yandell),R. Kelly,Burn It Up (feat. Wysin & Yandell),55,0.793,0.638,0.784,0,-4.573,231773
R. Kelly - Cookie,R. Kelly,Cookie,52,0.758,0.486,0.652,1,-4.737,225320
R. Kelly - I Believe I Can Fly,R. Kelly,I Believe I Can Fly,61,0.479,0.0395,0.535,0,-5.818,320706
R. Kelly - Ignition - Remix,R. Kelly,Ignition - Remix,69,0.559,0.852,0.757,0,-5.995,186546
R. Kelly - Same Girl (with Usher),R. Kelly,Same Girl (with Usher),62,0.583,0.816,0.717,1,-5.008,252933
Ray Charles - Georgia on My Mind,Ray Charles,Georgia on My Mind,58,0.411,0.276,0.295,0,-5.329,213398
"Ray Charles - Hallelujah, I Love Her So",Ray Charles,"Hallelujah, I Love Her So",65,0.547,0.623,0.696,0,-5.954,155506
Ray Charles - Here We Go Again,Ray Charles,Here We Go Again,65,0.238,0.623,0.427,0,-14.717,196906
Ray Charles - Hit the Road Jack,Ray Charles,Hit the Road Jack,76,0.832,0.94,0.603,0,-5.557,113939
Ray Charles - I Believe to My Soul,Ray Charles,I Believe to My Soul,57,0.268,0.344,0.692,0,-8.514,178952
Ray Charles - I Can't Stop Loving You,Ray Charles,I Can't Stop Loving You,62,0.444,0.235,0.318,0,-6.614,242392
Ray Charles - I've Got a Woman,Ray Charles,I've Got a Woman,69,0.61,0.665,0.556,0,-4.729,171466
Ray Charles - Mess Around,Ray Charles,Mess Around,59,0.962,0.92,0.564,0,-2.96,158373
"Ray Charles - What'd I Say, Pt. 1 & 2",Ray Charles,"What'd I Say, Pt. 1 & 2",62,0.681,0.794,0.54,0,-5.44,307053
Ray Charles - You Don't Know Me,Ray Charles,You Don't Know Me,57,0.447,0.435,0.308,0,-6.21,193299
Richard Marx - Angelia,Richard Marx,Angelia,57,0.728,0.401,0.531,0,-5.558,294133
Richard Marx - Don't Mean Nothing,Richard Marx,Don't Mean Nothing,43,0.862,0.783,0.655,0,-5.339,282640
Richard Marx - Endless Summer Nights,Richard Marx,Endless Summer Nights,60,0.695,0.863,0.528,0,-4.789,267533
Richard Marx - Hazard,Richard Marx,Hazard,63,0.58,0.316,0.732,0,-6.83,299373
Richard Marx - Hold On To The Nights,Richard Marx,Hold On To The Nights,55,0.207,0.184,0.353,0,-14.718,316040
Richard Marx - Now And Forever,Richard Marx,Now And Forever,68,0.293,0.185,0.436,0,-6.986,215240
Richard Marx - Right Here Waiting,Richard Marx,Right Here Waiting,78,0.365,0.107,0.519,0,-8.096,266720
Richard Marx - Satisfied,Richard Marx,Satisfied,44,0.649,0.563,0.518,0,-6.333,201080
Richard Marx - Should've Known Better,Richard Marx,Should've Known Better,50,0.834,0.462,0.445,0,-6.39,267626
Richard Marx - This I Promise You (Acoustic),Richard Marx,This I Promise You (Acoustic),43,0.375,0.447,0.558,0,-4.64,244546
Ricky Nelson - A Teenager's Romance,Ricky Nelson,A Teenager's Romance,51,0.242,0.633,0.589,0,-14.981,136773
Ricky Nelson - Fools Rush In,Ricky Nelson,Fools Rush In,42,0.651,0.867,0.655,0,-10.196,154360
Ricky Nelson - Garden Party,Ricky Nelson,Garden Party,55,0.247,0.803,0.774,0,-21.657,229800
"Ricky Nelson - Hello Mary Lou, Goodbye Heart - Remastered",Ricky Nelson,"Hello Mary Lou, Goodbye Heart - Remastered",59,0.633,0.931,0.602,0,-9.756,138546
Ricky Nelson - I Will Follow You,Ricky Nelson,I Will Follow You,62,0.442,0.749,0.671,0,-11.595,146133
Ricky Nelson - Lonesome Town,Ricky Nelson,Lonesome Town,63,0.173,0.313,0.508,0,-13.509,132709
Ricky Nelson - Never Be Anyone Else But You - Remastered,Ricky Nelson,Never Be Anyone Else But You - Remastered,48,0.45,0.711,0.577,0,-10.327,136266
Ricky Nelson - Poor Little Fool - Remastered,Ricky Nelson,Poor Little Fool - Remastered,58,0.338,0.81,0.474,0,-11.528,153933
Ricky Nelson - Travelin' Man - Remastered,Ricky Nelson,Travelin' Man - Remastered,62,0.44,0.843,0.723,0,-10.536,143200
Rihanna - Diamonds,Rihanna,Diamonds,74,0.71,0.393,0.564,0,-4.92,225146
Rihanna - Don't Stop The Music,Rihanna,Don't Stop The Music,72,0.669,0.542,0.835,0,-5.582,267080
Rihanna - Love On The Brain,Rihanna,Love On The Brain,86,0.637,0.378,0.509,1,-4.83,224000
Rihanna - Needed Me,Rihanna,Needed Me,84,0.314,0.296,0.671,1,-8.091,191600
Rihanna - Only Girl (In The World),Rihanna,Only Girl (In The World),85,0.716,0.595,0.786,0,-4.253,235520
Rihanna - S&M,Rihanna,S&M,83,0.682,0.833,0.766,1,-5.02,243533
Rihanna - Stay,Rihanna,Stay,73,0.31,0.125,0.621,0,-10.164,240706
Rihanna - Umbrella,Rihanna,Umbrella,73,0.829,0.575,0.583,0,-4.603,275986
Rihanna - We Found Love,Rihanna,We Found Love,86,0.766,0.6,0.734,0,-4.485,215226
Rod Stewart - All for Love,Rod Stewart,All for Love,69,0.44,0.135,0.51,0,-11.015,281200
Rod Stewart - Baby Jane - 2008 Remaster,Rod Stewart,Baby Jane - 2008 Remaster,65,0.796,0.727,0.641,0,-8.56,283493
Rod Stewart - Da Ya Think I'm Sexy?,Rod Stewart,Da Ya Think I'm Sexy?,74,0.507,0.843,0.714,0,-13.965,257906
Rod Stewart - Have I Told You Lately - 2008 Remaster,Rod Stewart,Have I Told You Lately - 2008 Remaster,63,0.366,0.291,0.523,0,-14.069,241506
Rod Stewart - Have You Ever Seen The Rain,Rod Stewart,Have You Ever Seen The Rain,63,0.808,0.762,0.615,0,-6.19,192146
Rod Stewart - I Don't Want to Talk About It - 1989 Version,Rod Stewart,I Don't Want to Talk About It - 1989 Version,60,0.452,0.351,0.477,0,-10.682,290040
Rod Stewart - I Don't Want to Talk About It - 2008 Remaster,Rod Stewart,I Don't Want to Talk About It - 2008 Remaster,66,0.373,0.459,0.472,0,-12.98,288266
Rod Stewart - Maggie May,Rod Stewart,Maggie May,72,0.657,0.517,0.599,0,-7.769,347586
Rod Stewart - Sailing,Rod Stewart,Sailing,69,0.401,0.172,0.414,0,-9.223,277520
Stevie Wonder - For Once In My Life,Stevie Wonder,For Once In My Life,77,0.519,0.847,0.524,0,-11.903,169800
Stevie Wonder - I Just Called To Say I Love You,Stevie Wonder,I Just Called To Say I Love You,76,0.448,0.581,0.717,0,-13.425,376293
Stevie Wonder - Isn't She Lovely,Stevie Wonder,Isn't She Lovely,68,0.782,0.831,0.471,0,-7.712,393226
Stevie Wonder - My Cherie Amour,Stevie Wonder,My Cherie Amour,69,0.507,0.514,0.574,0,-11.343,173306
"Stevie Wonder - Signed, Sealed, Delivered (I'm Yours)",Stevie Wonder,"Signed, Sealed, Delivered (I'm Yours)",78,0.619,0.807,0.67,0,-10.365,161000
Stevie Wonder - Sir Duke,Stevie Wonder,Sir Duke,73,0.577,0.96,0.592,0,-10.265,231826
Stevie Wonder - You Are The Sunshine Of My Life,Stevie Wonder,You Are The Sunshine Of My Life,71,0.46,0.675,0.519,0,-14.53,178200
TLC - Ain't 2 Proud 2 Beg,TLC,Ain't 2 Proud 2 Beg,46,0.707,0.712,0.674,0,-10.799,336560
TLC - Baby-Baby-Baby,TLC,Baby-Baby-Baby,52,0.597,0.9,0.679,0,-8.601,315040
TLC - Creep,TLC,Creep,68,0.458,0.797,0.811,0,-9.688,268533
TLC - Diggin' On You,TLC,Diggin' On You,56,0.631,0.456,0.719,0,-7.411,254560
TLC - No Scrubs,TLC,No Scrubs,84,0.666,0.578,0.736,0,-4.268,214440
TLC - Red Light Special,TLC,Red Light Special,57,0.449,0.364,0.52,0,-8.957,303960
TLC - Unpretty,TLC,Unpretty,62,0.636,0.532,0.648,0,-6.054,278000
TLC - Waterfalls,TLC,Waterfalls,75,0.505,0.757,0.769,0,-7.345,279506
TLC - What About Your Friends,TLC,What About Your Friends,53,0.851,0.626,0.744,0,-10.108,293600
Taylor Swift - Anti-Hero,Taylor Swift,Anti-Hero,89,0.649,0.497,0.637,0,-6.59,200690
Taylor Swift - Blank Space,Taylor Swift,Blank Space,74,0.703,0.57,0.76,0,-5.412,231826
Taylor Swift - Cruel Summer,Taylor Swift,Cruel Summer,97,0.702,0.564,0.552,0,-5.707,178426
Taylor Swift - Don’t Blame Me,Taylor Swift,Don’t Blame Me,88,0.534,0.193,0.615,0,-6.719,236413
Taylor Swift - Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,Is It Over Now? (Taylor's Version) (From The Vault),88,0.656,0.191,0.595,0,-7.343,229477
Taylor Swift - Karma,Taylor Swift,Karma,85,0.614,0.0956,0.647,1,-7.091,204852
Taylor Swift - Love Story (Taylor’s Version),Taylor Swift,Love Story (Taylor’s Version),81,0.792,0.415,0.627,0,-4.311,235766
Taylor Swift - Lover,Taylor Swift,Lover,90,0.543,0.453,0.359,0,-7.582,221306
Taylor Swift - august,Taylor Swift,august,88,0.634,0.42,0.387,0,-9.222,261920
Taylor Swift - cardigan,Taylor Swift,cardigan,89,0.58,0.534,0.612,0,-8.572,239560
The Beach Boys - California Girls - Remix/Remastered 2001,The Beach Boys,California Girls - Remix/Remastered 2001,59,0.62,0.713,0.503,0,-6.069,160360
The Beach Boys - Don't Worry Baby - Remastered 2001,The Beach Boys,Don't Worry Baby - Remastered 2001,66,0.464,0.851,0.487,0,-9.821,169933
"The Beach Boys - Fun, Fun, Fun (Mono)",The Beach Boys,"Fun, Fun, Fun (Mono)",58,0.796,0.97,0.517,0,-6.313,138906
The Beach Boys - God Only Knows - Remastered 1996,The Beach Boys,God Only Knows - Remastered 1996,66,0.461,0.31,0.438,0,-9.338,174906
The Beach Boys - Good Vibrations - Remastered 2001,The Beach Boys,Good Vibrations - Remastered 2001,71,0.473,0.385,0.396,0,-7.67,219026
The Beach Boys - I Get Around (Mono),The Beach Boys,I Get Around (Mono),66,0.625,0.514,0.39,0,-7.813,134386
The Beach Boys - Kokomo,The Beach Boys,Kokomo,73,0.714,0.803,0.706,0,-6.819,230856
The Beach Boys - Wouldn't It Be Nice,The Beach Boys,Wouldn't It Be Nice,75,0.629,0.72,0.392,0,-7.056,153205
The Beatles - Blackbird - Remastered 2009,The Beatles,Blackbird - Remastered 2009,79,0.127,0.372,0.686,0,-14.361,138386
The Beatles - Come Together - Remastered 2009,The Beatles,Come Together - Remastered 2009,79,0.376,0.187,0.533,0,-11.913,259946
The Beatles - Here Comes The Sun - Remastered 2009,The Beatles,Here Comes The Sun - Remastered 2009,86,0.54,0.394,0.557,0,-10.484,185733
The Beatles - Hey Jude - 2015 Mix,The Beatles,Hey Jude - 2015 Mix,67,0.554,0.574,0.38,0,-9.093,431453
The Beatles - In My Life - Remastered 2009,The Beatles,In My Life - Remastered 2009,79,0.435,0.435,0.688,0,-11.359,146333
The Beatles - Let It Be - Remastered 2009,The Beatles,Let It Be - Remastered 2009,79,0.403,0.41,0.443,0,-8.339,243026
The Beatles - Something - Remastered 2009,The Beatles,Something - Remastered 2009,75,0.338,0.377,0.396,0,-10.872,182293
The Beatles - Twist And Shout - Remastered 2009,The Beatles,Twist And Shout - Remastered 2009,80,0.849,0.937,0.482,0,-9.198,155226
The Beatles - Yesterday - Remastered 2009,The Beatles,Yesterday - Remastered 2009,80,0.179,0.315,0.332,0,-11.83,125666
The Everly Brothers - ('Til) I Kissed You,The Everly Brothers,('Til) I Kissed You,50,0.458,0.629,0.576,0,-10.341,144533
The Everly Brothers - All I Have To Do Is Dream,The Everly Brothers,All I Have To Do Is Dream,60,0.405,0.555,0.59,0,-10.268,141560
The Everly Brothers - Bye Bye Love,The Everly Brothers,Bye Bye Love,51,0.523,0.89,0.547,0,-9.176,142906
