song_id,artist_name,song_name,popularity,energy,valence,danceability,explicit,loudness,duration_ms
Drake - Fair Trade (with Travis Scott),Drake,Fair Trade (with Travis Scott),83,0.465,0.292,0.666,1,-8.545,291175
Drake - First Person Shooter (feat. J. Cole),Drake,First Person Shooter (feat. J. Cole),86,0.655,0.245,0.475,1,-7.342,247444
Drake - God's Plan,Drake,God's Plan,85,0.449,0.357,0.754,1,-9.211,198973
Drake - IDGAF (feat. Yeat),Drake,IDGAF (feat. Yeat),87,0.672,0.14,0.673,1,-8.577,260111
Drake - Jimmy Cooks (feat. 21 Savage),Drake,Jimmy Cooks (feat. 21 Savage),86,0.673,0.366,0.529,1,-4.711,218364
Drake - One Dance,Drake,One Dance,90,0.625,0.37,0.792,0,-5.609,173986
Drake - Passionfruit,Drake,Passionfruit,85,0.463,0.364,0.809,1,-11.377,298940
Drake - Rich Baby Daddy (feat. Sexyy Red & SZA),Drake,Rich Baby Daddy (feat. Sexyy Red & SZA),89,0.729,0.141,0.636,1,-4.495,319191
Duran Duran - Come Undone,Duran Duran,Come Undone,71,0.793,0.708,0.542,0,-8.203,256519
Duran Duran - Girls on Film - 2010 Remaster,Duran Duran,Girls on Film - 2010 Remaster,64,0.859,0.53,0.725,0,-6.208,212853
Duran Duran - Hungry Like the Wolf - 2009 Remaster,Duran Duran,Hungry Like the Wolf - 2009 Remaster,74,0.812,0.685,0.691,0,-7.772,220626
Duran Duran - INVISIBLE,Duran Duran,INVISIBLE,68,0.867,0.337,0.645,0,-2.326,191459
Duran Duran - Ordinary World,Duran Duran,Ordinary World,74,0.652,0.401,0.472,0,-10.171,340200
Duran Duran - Rio - 2009 Remaster,Duran Duran,Rio - 2009 Remaster,62,0.873,0.676,0.544,0,-7.425,337333
Duran Duran - Save a Prayer - 2009 Remaster,Duran Duran,Save a Prayer - 2009 Remaster,64,0.706,0.671,0.572,0,-8.707,333306
Duran Duran - The Reflex - Single Version; 2010 Remaster,Duran Duran,The Reflex - Single Version; 2010 Remaster,58,0.888,0.82,0.554,0,-6.664,267426
"Duran Duran - The Wild Boys - Live at Oakland Coliseum, Oakland, CA, 14/04/1984; 2004 Remaster",Duran Duran,"The Wild Boys - Live at Oakland Coliseum, Oakland, CA, 14/04/1984; 2004 Remaster",55,0.826,0.649,0.753,0,-7.128,258973
Eagles - Desperado - 2013 Remaster,Eagles,Desperado - 2013 Remaster,68,0.224,0.176,0.231,0,-12.749,213712
Eagles - Hotel California - 2013 Remaster,Eagles,Hotel California - 2013 Remaster,84,0.509,0.611,0.576,0,-9.485,391376
Eagles - Life in the Fast Lane - 2013 Remaster,Eagles,Life in the Fast Lane - 2013 Remaster,72,0.753,0.883,0.666,0,-7.245,286219
Eagles - Love Will Keep Us Alive,Eagles,Love Will Keep Us Alive,69,0.374,0.367,0.658,0,-11.684,243453
Eagles - Lyin' Eyes - 2013 Remaster,Eagles,Lyin' Eyes - 2013 Remaster,68,0.672,0.867,0.668,0,-9.752,381998
Eagles - New Kid in Town - 2013 Remaster,Eagles,New Kid in Town - 2013 Remaster,67,0.425,0.651,0.649,0,-9.811,304925
Eagles - One of These Nights - 2013 Remaster,Eagles,One of These Nights - 2013 Remaster,74,0.607,0.759,0.655,0,-10.384,291685
Eagles - Peaceful Easy Feeling - 2013 Remaster,Eagles,Peaceful Easy Feeling - 2013 Remaster,70,0.634,0.867,0.568,0,-12.336,257962
Eagles - Take It Easy - 2013 Remaster,Eagles,Take It Easy - 2013 Remaster,80,0.67,0.738,0.575,0,-10.39,211577
Eagles - Tequila Sunrise - 2013 Remaster,Eagles,Tequila Sunrise - 2013 Remaster,70,0.397,0.731,0.632,0,-12.855,173056
Ed Sheeran - Bad Habits,Ed Sheeran,Bad Habits,82,0.893,0.537,0.807,0,-3.745,230746
Ed Sheeran - Castle on the Hill,Ed Sheeran,Castle on the Hill,80,0.834,0.471,0.461,0,-4.868,261153
Ed Sheeran - Eyes Closed,Ed Sheeran,Eyes Closed,80,0.52,0.309,0.793,0,-7.457,194848
Ed Sheeran - Galway Girl,Ed Sheeran,Galway Girl,79,0.876,0.781,0.624,0,-3.374,170826
Ed Sheeran - Perfect,Ed Sheeran,Perfect,88,0.448,0.168,0.599,0,-6.312,263400
Ed Sheeran - Photograph,Ed Sheeran,Photograph,66,0.379,0.201,0.614,0,-10.48,258986
Ed Sheeran - Shape of You,Ed Sheeran,Shape of You,87,0.652,0.931,0.825,0,-3.183,233712
Ed Sheeran - Shivers,Ed Sheeran,Shivers,85,0.859,0.822,0.788,0,-2.724,207853
Ed Sheeran - Thinking out Loud,Ed Sheeran,Thinking out Loud,65,0.445,0.591,0.781,0,-6.061,281560
Elton John - Bennie And The Jets - Remastered 2014,Elton John,Bennie And The Jets - Remastered 2014,76,0.673,0.779,0.665,0,-7.95,322548
Elton John - Cold Heart - PNAU Remix,Elton John,Cold Heart - PNAU Remix,71,0.805,0.933,0.804,0,-6.348,202735
Elton John - Don't Go Breaking My Heart,Elton John,Don't Go Breaking My Heart,82,0.979,0.787,0.659,0,-10.155,299600
Elton John - Goodbye Yellow Brick Road - Remastered 2014,Elton John,Goodbye Yellow Brick Road - Remastered 2014,79,0.473,0.397,0.559,0,-7.712,192826
Elton John - Hold Me Closer,Elton John,Hold Me Closer,62,0.778,0.517,0.667,0,-4.623,202245
Elton John - I'm Still Standing,Elton John,I'm Still Standing,86,0.816,0.313,0.223,0,-4.594,238440
"Elton John - Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",83,0.532,0.341,0.601,0,-9.119,281613
Elton John - Tiny Dancer,Elton John,Tiny Dancer,79,0.677,0.211,0.44,0,-6.14,324706
Elton John - Your Song,Elton John,Your Song,82,0.505,0.177,0.403,0,-7.673,240600
Elvis Presley - (You're The) Devil in Disguise,Elvis Presley,(You're The) Devil in Disguise,61,0.733,0.874,0.481,0,-7.633,140426
Elvis Presley - A Little Less Conversation - JXL Radio Edit Remix,Elvis Presley,A Little Less Conversation - JXL Radio Edit Remix,65,0.976,0.686,0.59,0,-4.866,213240
Elvis Presley - Always On My Mind,Elvis Presley,Always On My Mind,71,0.387,0.495,0.358,0,-14.342,218440
Elvis Presley - Burning Love,Elvis Presley,Burning Love,76,0.953,0.97,0.648,0,-4.551,176840
Elvis Presley - Can't Help Falling in Love,Elvis Presley,Can't Help Falling in Love,80,0.175,0.323,0.363,0,-20.185,181394
Elvis Presley - Don't Be Cruel,Elvis Presley,Don't Be Cruel,63,0.517,0.711,0.689,0,-11.602,123855
Elvis Presley - Hound Dog,Elvis Presley,Hound Dog,63,0.769,0.832,0.448,0,-9.778,86333
Elvis Presley - In the Ghetto,Elvis Presley,In the Ghetto,67,0.415,0.417,0.477,0,-10.592,177573
Elvis Presley - Jailhouse Rock,Elvis Presley,Jailhouse Rock,73,0.864,0.941,0.529,0,-4.599,147560
Elvis Presley - Suspicious Minds,Elvis Presley,Suspicious Minds,74,0.722,0.632,0.541,0,-5.067,272360
Eminem - Godzilla (feat. Juice WRLD),Eminem,Godzilla (feat. Juice WRLD),85,0.744,0.831,0.809,1,-5.261,210800
Eminem - Love The Way You Lie,Eminem,Love The Way You Lie,86,0.925,0.641,0.749,1,-5.034,263373
Eminem - Mockingbird,Eminem,Mockingbird,88,0.678,0.254,0.637,1,-3.798,250760
Eminem - Stan,Eminem,Stan,82,0.768,0.507,0.78,1,-4.325,404106
Eminem - Superman,Eminem,Superman,84,0.755,0.579,0.801,1,-3.138,350320
Eminem - The Monster,Eminem,The Monster,81,0.853,0.626,0.781,1,-3.68,250188
Eminem - The Real Slim Shady,Eminem,The Real Slim Shady,87,0.661,0.76,0.949,1,-4.244,284200
Eminem - Till I Collapse,Eminem,Till I Collapse,85,0.847,0.1,0.548,1,-3.237,297786
Eminem - Without Me,Eminem,Without Me,89,0.669,0.661,0.908,1,-2.827,290320
Fleetwood Mac - Don't Stop - 2004 Remaster,Fleetwood Mac,Don't Stop - 2004 Remaster,76,0.72,0.828,0.672,0,-7.781,193346
Fleetwood Mac - Dreams - 2004 Remaster,Fleetwood Mac,Dreams - 2004 Remaster,87,0.492,0.789,0.828,0,-9.744,257800
Fleetwood Mac - Everywhere - 2017 Remaster,Fleetwood Mac,Everywhere - 2017 Remaster,82,0.487,0.731,0.73,0,-10.991,226653
Fleetwood Mac - Go Your Own Way - 2004 Remaster,Fleetwood Mac,Go Your Own Way - 2004 Remaster,80,0.941,0.831,0.586,0,-5.139,223613
Fleetwood Mac - Little Lies - 2017 Remaster,Fleetwood Mac,Little Lies - 2017 Remaster,76,0.649,0.865,0.64,0,-10.345,221053
Fleetwood Mac - Never Going Back Again - 2004 Remaster,Fleetwood Mac,Never Going Back Again - 2004 Remaster,76,0.336,0.947,0.654,0,-12.825,134400
Fleetwood Mac - The Chain - 2004 Remaster,Fleetwood Mac,The Chain - 2004 Remaster,83,0.67,0.481,0.545,0,-8.81,270213
Foreigner - Cold as Ice,Foreigner,Cold as Ice,71,0.609,0.512,0.562,0,-7.063,200213
Foreigner - Double Vision,Foreigner,Double Vision,57,0.75,0.897,0.685,0,-6.443,220000
Foreigner - Hot Blooded,Foreigner,Hot Blooded,64,0.82,0.711,0.607,0,-5.351,186585
Foreigner - I Don't Want to Live Without You,Foreigner,I Don't Want to Live Without You,58,0.522,0.233,0.431,0,-8.625,237693
Foreigner - I Want to Know What Love Is,Foreigner,I Want to Know What Love Is,58,0.554,0.229,0.445,0,-7.793,285666
Foreigner - I Want to Know What Love Is - 1999 Remaster,Foreigner,I Want to Know What Love Is - 1999 Remaster,81,0.471,0.423,0.477,0,-10.036,304786
Foreigner - Juke Box Hero,Foreigner,Juke Box Hero,70,0.79,0.572,0.314,0,-5.335,265923
Foreigner - That Was Yesterday,Foreigner,That Was Yesterday,58,0.683,0.506,0.431,0,-7.417,229053
Foreigner - Urgent,Foreigner,Urgent,63,0.871,0.891,0.804,0,-4.553,270000
Foreigner - Waiting for a Girl like You,Foreigner,Waiting for a Girl like You,73,0.469,0.433,0.33,0,-9.286,292066
George Michael - Faith - Remastered,George Michael,Faith - Remastered,79,0.48,0.607,0.887,0,-11.994,193200
"George Michael - Fastlove, Pt. 1",George Michael,"Fastlove, Pt. 1",65,0.669,0.552,0.767,0,-6.785,324697
George Michael - Father Figure - Remastered,George Michael,Father Figure - Remastered,63,0.333,0.284,0.689,0,-13.288,336666
George Michael - Freedom! '90 - Remastered,George Michael,Freedom! '90 - Remastered,66,0.852,0.93,0.677,0,-10.856,390861
George Michael - Jesus to a Child,George Michael,Jesus to a Child,61,0.455,0.181,0.53,0,-10.404,411066
George Michael - One More Try - Remastered,George Michael,One More Try - Remastered,59,0.291,0.0823,0.551,0,-12.544,350666
Heart - All I Wanna Do Is Make Love To You,Heart,All I Wanna Do Is Make Love To You,66,0.746,0.8,0.626,0,-8.832,310893
Heart - Alone,Heart,Alone,77,0.452,0.168,0.418,0,-13.099,218733
Heart - Barracuda,Heart,Barracuda,77,0.691,0.667,0.548,0,-13.553,261933
Heart - Crazy On You,Heart,Crazy On You,72,0.459,0.383,0.427,0,-12.442,293440
Heart - Dreamboat Annie,Heart,Dreamboat Annie,58,0.409,0.649,0.497,0,-15.649,121706
Heart - Magic Man,Heart,Magic Man,60,0.444,0.734,0.435,0,-12.816,328360
Heart - Never,Heart,Never,57,0.768,0.675,0.586,0,-7.479,246611
Heart - These Dreams,Heart,These Dreams,66,0.532,0.3,0.535,0,-9.865,254476
Heart - What About Love?,Heart,What About Love?,61,0.631,0.3,0.246,0,-7.067,221670
Huey Lewis & The News - Do You Believe In Love,Huey Lewis & The News,Do You Believe In Love,63,0.636,0.816,0.547,0,-10.948,209000
Huey Lewis & The News - Heart And Soul,Huey Lewis & The News,Heart And Soul,56,0.806,0.944,0.66,0,-8.01,253253
Huey Lewis & The News - Hip To Be Square,Huey Lewis & The News,Hip To Be Square,64,0.779,0.963,0.668,0,-11.089,245466
Huey Lewis & The News - I Want A New Drug,Huey Lewis & The News,I Want A New Drug,55,0.861,0.709,0.651,0,-7.87,285800
Huey Lewis & The News - If This Is It,Huey Lewis & The News,If This Is It,58,0.8,0.79,0.572,0,-4.677,230586
Huey Lewis & The News - Stuck With You,Huey Lewis & The News,Stuck With You,65,0.544,0.628,0.704,0,-11.402,269573
Huey Lewis & The News - The Heart Of Rock And Roll,Huey Lewis & The News,The Heart Of Rock And Roll,53,0.756,0.956,0.594,0,-8.82,304920
Huey Lewis & The News - Walking On A Thin Line,Huey Lewis & The News,Walking On A Thin Line,49,0.601,0.679,0.673,0,-8.606,310666
JAY-Z - 03' Bonnie & Clyde,JAY-Z,03' Bonnie & Clyde,71,0.713,0.371,0.648,1,-4.315,204933
JAY-Z - 4:44,JAY-Z,4:44,72,0.852,0.431,0.261,1,-4.965,284493
JAY-Z - Empire State Of Mind,JAY-Z,Empire State Of Mind,84,0.956,0.811,0.491,1,-1.538,276920
JAY-Z - Gotta Have It,JAY-Z,Gotta Have It,67,0.481,0.356,0.74,1,-7.381,140746
JAY-Z - Ni**as In Paris,JAY-Z,Ni**as In Paris,84,0.857,0.737,0.791,1,-5.835,219322
JAY-Z - No Church In The Wild,JAY-Z,No Church In The Wild,75,0.726,0.569,0.676,1,-8.261,272508
JAY-Z - Otis,JAY-Z,Otis,73,0.658,0.434,0.751,1,-4.666,178224
JAY-Z - Run This Town,JAY-Z,Run This Town,80,0.924,0.441,0.632,1,-1.802,267520
JAY-Z - Why I Love You,JAY-Z,Why I Love You,76,0.796,0.387,0.592,1,-4.41,199205
James Brown - Get Up (I Feel Like Being A) Sex Machine,James Brown,Get Up (I Feel Like Being A) Sex Machine,49,0.984,0.205,0.45,0,-6.38,315733
James Brown - Get Up Offa That Thing,James Brown,Get Up Offa That Thing,63,0.776,0.786,0.827,0,-7.489,250466
James Brown - I Got You - 1964 Smash Version,James Brown,I Got You - 1964 Smash Version,48,0.592,0.707,0.573,0,-6.724,167346
"James Brown - It's A Man's, Man's, Man's World",James Brown,"It's A Man's, Man's, Man's World",52,0.374,0.533,0.476,0,-9.976,165280
"James Brown - Living in America - From ""Rocky IV"" Soundtrack",James Brown,"Living in America - From ""Rocky IV"" Soundtrack",44,0.712,0.734,0.716,0,-9.502,284186
James Brown - Papa's Got A Brand New Bag,James Brown,Papa's Got A Brand New Bag,56,0.409,0.814,0.85,0,-13.169,418493
James Brown - People Get Up And Drive Your Funky Soul - Remix,James Brown,People Get Up And Drive Your Funky Soul - Remix,60,0.802,0.82,0.8,0,-5.439,544640
James Brown - The Boss,James Brown,The Boss,63,0.563,0.573,0.715,0,-8.307,194933
James Brown - Try Me,James Brown,Try Me,47,0.243,0.644,0.673,0,-13.868,151626
Janet Jackson - Again,Janet Jackson,Again,58,0.287,0.189,0.355,0,-9.509,227133
Janet Jackson - All For You,Janet Jackson,All For You,63,0.934,0.73,0.753,0,-3.011,329933
"Janet Jackson - Any Time, Any Place",Janet Jackson,"Any Time, Any Place",60,0.233,0.205,0.569,0,-11.292,428200
Janet Jackson - Call On Me,Janet Jackson,Call On Me,57,0.67,0.771,0.714,0,-6.053,204266
Janet Jackson - Escapade,Janet Jackson,Escapade,54,0.954,0.701,0.806,0,-6.741,283933
Janet Jackson - Got 'Til It's Gone,Janet Jackson,Got 'Til It's Gone,64,0.364,0.534,0.752,1,-10.375,241760
Janet Jackson - That's The Way Love Goes,Janet Jackson,That's The Way Love Goes,67,0.7,0.581,0.703,0,-6.794,265106
Janet Jackson - Together Again,Janet Jackson,Together Again,65,0.505,0.475,0.865,0,-11.813,301200
Janet Jackson - When I Think Of You,Janet Jackson,When I Think Of You,57,0.639,0.706,0.759,0,-11.386,235493
John Denver - Annie's Song,John Denver,Annie's Song,72,0.216,0.408,0.255,0,-13.707,186666
John Denver - Back Home Again,John Denver,Back Home Again,54,0.303,0.546,0.521,0,-12.149,283226
"John Denver - Leaving, On a Jet Plane - ""Greatest Hits"" Version",John Denver,"Leaving, On a Jet Plane - ""Greatest Hits"" Version",62,0.178,0.656,0.432,0,-13.569,246887
John Denver - Perhaps Love,John Denver,Perhaps Love,55,0.196,0.313,0.44,0,-13.224,160240
John Denver - Rocky Mountain High,John Denver,Rocky Mountain High,68,0.545,0.665,0.513,0,-7.702,248493
John Denver - Sunshine On My Shoulders,John Denver,Sunshine On My Shoulders,62,0.319,0.0761,0.356,0,-11.926,292213
"John Denver - Take Me Home, Country Roads",John Denver,"Take Me Home, Country Roads",76,0.459,0.606,0.403,0,-8.729,194146
"John Denver - Take Me Home, Country Roads - Original Version",John Denver,"Take Me Home, Country Roads - Original Version",76,0.378,0.635,0.468,0,-9.956,191225
John Denver - Thank God I'm a Country Boy,John Denver,Thank God I'm a Country Boy,67,0.537,0.958,0.762,0,-9.58,193093
John Mellencamp - Ain't Even Done With The Night,John Mellencamp,Ain't Even Done With The Night,59,0.7,0.8,0.791,0,-6.96,279066
John Mellencamp - Authority Song,John Mellencamp,Authority Song,58,0.969,0.966,0.495,0,-4.994,229240
John Mellencamp - Cherry Bomb,John Mellencamp,Cherry Bomb,63,0.945,0.961,0.744,0,-3.266,287106
John Mellencamp - Hurts So Good,John Mellencamp,Hurts So Good,71,0.737,0.971,0.785,0,-5.306,218960
John Mellencamp - Jack & Diane,John Mellencamp,Jack & Diane,75,0.41,0.626,0.811,0,-8.214,254493
John Mellencamp - Pink Houses,John Mellencamp,Pink Houses,62,0.51,0.384,0.409,0,-9.301,322813
John Mellencamp - R.O.C.K. In The U.S.A. (A Salute To 60's Rock),John Mellencamp,R.O.C.K. In The U.S.A. (A Salute To 60's Rock),56,0.958,0.874,0.432,0,-4.009,174360
John Mellencamp - Rain On The Scarecrow,John Mellencamp,Rain On The Scarecrow,55,0.91,0.611,0.574,0,-3.813,226226
John Mellencamp - Small Town,John Mellencamp,Small Town,67,0.431,0.623,0.461,0,-10.041,252093
John Mellencamp - Wild Night,John Mellencamp,Wild Night,55,0.888,0.951,0.665,0,-4.433,207506
Justin Bieber - Baby,Justin Bieber,Baby,83,0.859,0.535,0.728,0,-5.237,214240
Justin Bieber - Beauty And A Beat,Justin Bieber,Beauty And A Beat,82,0.302,0.699,0.69,0,-8.441,144693
Justin Bieber - Ghost,Justin Bieber,Ghost,87,0.741,0.441,0.601,0,-5.569,153190
Justin Bieber - Love Yourself,Justin Bieber,Love Yourself,85,0.378,0.515,0.609,0,-9.828,233720
Justin Bieber - Sorry,Justin Bieber,Sorry,84,0.76,0.41,0.654,0,-3.669,200786
Justin Bieber - What Do You Mean?,Justin Bieber,What Do You Mean?,81,0.567,0.793,0.845,0,-8.118,205680
Justin Timberlake - Cry Me a River,Justin Timberlake,Cry Me a River,77,0.654,0.564,0.624,0,-6.582,288333
Justin Timberlake - Drown,Justin Timberlake,Drown,60,0.58,0.34,0.606,0,-5.337,260120
Justin Timberlake - Mirrors,Justin Timberlake,Mirrors,82,0.512,0.512,0.574,0,-6.664,484146
Justin Timberlake - My Love (feat. T.I.),Justin Timberlake,My Love (feat. T.I.),78,0.68,0.808,0.771,0,-5.881,276160
Justin Timberlake - Rock Your Body,Justin Timberlake,Rock Your Body,80,0.714,0.817,0.892,0,-6.055,267266
Justin Timberlake - Selfish,Justin Timberlake,Selfish,69,0.543,0.376,0.69,0,-6.752,229331
Justin Timberlake - SexyBack (feat. Timbaland),Justin Timberlake,SexyBack (feat. Timbaland),80,0.599,0.964,0.967,0,-5.659,242800
Justin Timberlake - What Goes Around.../...Comes Around (Interlude),Justin Timberlake,What Goes Around.../...Comes Around (Interlude),74,0.725,0.381,0.685,0,-4.791,448533
Kanye West - BURN,Kanye West,BURN,87,0.885,0.736,0.6,1,-6.21,111458
Kanye West - Bound 2,Kanye West,Bound 2,84,0.665,0.31,0.367,1,-2.821,229146
Kanye West - CARNIVAL,Kanye West,CARNIVAL,96,0.811,0.311,0.594,1,-5.746,264324
Kanye West - FUK SUMN,Kanye West,FUK SUMN,86,0.818,0.438,0.774,1,-2.825,209577
Kanye West - Father Stretch My Hands Pt. 1,Kanye West,Father Stretch My Hands Pt. 1,87,0.573,0.438,0.724,1,-4.113,135920
Kanye West - Flashing Lights,Kanye West,Flashing Lights,87,0.628,0.43,0.639,1,-7.578,237506
Kanye West - Heartless,Kanye West,Heartless,88,0.647,0.654,0.79,0,-5.983,211000
Kanye West - I Wonder,Kanye West,I Wonder,84,0.466,0.124,0.542,1,-8.665,243440
Kanye West - Ni**as In Paris,Kanye West,Ni**as In Paris,84,0.857,0.737,0.791,1,-5.835,219322
Kanye West - Runaway,Kanye West,Runaway,86,0.568,0.111,0.374,1,-3.825,547733
Katy Perry - California Gurls,Katy Perry,California Gurls,74,0.754,0.425,0.791,0,-3.729,234653
Katy Perry - Dark Horse,Katy Perry,Dark Horse,82,0.585,0.353,0.645,0,-6.122,215672
Katy Perry - Firework,Katy Perry,Firework,73,0.826,0.649,0.638,0,-4.968,227880
Katy Perry - Hot N Cold,Katy Perry,Hot N Cold,73,0.851,0.868,0.708,0,-3.971,220226
Katy Perry - I Kissed A Girl,Katy Perry,I Kissed A Girl,71,0.787,0.686,0.68,0,-3.195,179640
Katy Perry - Last Friday Night (T.G.I.F.),Katy Perry,Last Friday Night (T.G.I.F.),77,0.815,0.765,0.649,0,-3.796,230746
Katy Perry - Roar,Katy Perry,Roar,80,0.772,0.455,0.554,0,-4.821,223546
Katy Perry - Teenage Dream,Katy Perry,Teenage Dream,76,0.804,0.605,0.719,0,-4.581,227760
Katy Perry - The One That Got Away,Katy Perry,The One That Got Away,72,0.792,0.864,0.687,0,-4.023,227333
Katy Perry - Wide Awake,Katy Perry,Wide Awake,77,0.683,0.575,0.514,0,-5.099,220946
Kelly Clarkson - Because of You,Kelly Clarkson,Because of You,69,0.591,0.115,0.572,0,-5.382,219613
Kelly Clarkson - Behind These Hazel Eyes,Kelly Clarkson,Behind These Hazel Eyes,62,0.886,0.467,0.545,0,-4.642,196053
Kelly Clarkson - Breakaway,Kelly Clarkson,Breakaway,63,0.73,0.381,0.442,0,-4.191,237693
Kelly Clarkson - Heartbeat Song,Kelly Clarkson,Heartbeat Song,62,0.799,0.486,0.491,0,-3.66,198733
Kelly Clarkson - My Life Would Suck Without You,Kelly Clarkson,My Life Would Suck Without You,68,0.882,0.424,0.526,0,-4.006,211493
Kelly Clarkson - Since U Been Gone,Kelly Clarkson,Since U Been Gone,77,0.744,0.398,0.658,0,-5.367,188893
Kelly Clarkson - Stronger (What Doesn't Kill You),Kelly Clarkson,Stronger (What Doesn't Kill You),69,0.939,0.684,0.562,0,-4.282,221946
Kelly Clarkson - Underneath the Tree,Kelly Clarkson,Underneath the Tree,53,0.812,0.689,0.509,0,-5.438,229640
Kelly Clarkson - favorite kind of high,Kelly Clarkson,favorite kind of high,61,0.802,0.552,0.747,0,-5.859,175247
Kenny Rogers - Coward Of The County,Kenny Rogers,Coward Of The County,67,0.433,0.675,0.652,0,-12.843,258733
Kenny Rogers - Lucille,Kenny Rogers,Lucille,61,0.362,0.387,0.646,0,-11.954,220866
Kenny Rogers - She Believes In Me,Kenny Rogers,She Believes In Me,63,0.413,0.313,0.32,0,-12.472,258720
Kenny Rogers - The Gambler,Kenny Rogers,The Gambler,76,0.501,0.86,0.671,0,-13.119,214880
Kenny Rogers - Through The Years,Kenny Rogers,Through The Years,64,0.393,0.271,0.587,0,-11.455,286066
Kenny Rogers - We've Got Tonight,Kenny Rogers,We've Got Tonight,66,0.154,0.295,0.415,0,-14.948,232533
Kenny Rogers - You Decorated My Life,Kenny Rogers,You Decorated My Life,64,0.307,0.153,0.264,0,-12.36,218133
Kool & The Gang - Celebration,Kool & The Gang,Celebration,72,0.781,0.407,0.475,0,-8.84,696440
Kool & The Gang - Celebration - Single Version,Kool & The Gang,Celebration - Single Version,65,0.837,0.947,0.824,0,-7.124,218786
Kool & The Gang - Cherish - Single Version,Kool & The Gang,Cherish - Single Version,66,0.568,0.434,0.643,0,-9.903,238000
Kool & The Gang - Fresh,Kool & The Gang,Fresh,65,0.847,0.574,0.591,0,-9.469,284533
Kool & The Gang - Get Down On It,Kool & The Gang,Get Down On It,66,0.801,0.373,0.551,0,-8.254,429533
Kool & The Gang - Get Down On It - Single Version,Kool & The Gang,Get Down On It - Single Version,69,0.56,0.969,0.877,0,-8.529,211680
Kool & The Gang - Hollywood Swinging,Kool & The Gang,Hollywood Swinging,58,0.871,0.576,0.612,0,-8.796,276560
Kool & The Gang - Jungle Boogie,Kool & The Gang,Jungle Boogie,64,0.918,0.697,0.715,0,-7.517,183120
Kool & The Gang - Ladies Night - Single Version,Kool & The Gang,Ladies Night - Single Version,63,0.777,0.92,0.651,0,-7.853,208733
Kool & The Gang - Summer Madness,Kool & The Gang,Summer Madness,60,0.656,0.57,0.633,0,-5.195,243506
Lady Gaga - Always Remember Us This Way,Lady Gaga,Always Remember Us This Way,84,0.502,0.296,0.553,0,-5.972,210200
Lady Gaga - Applause,Lady Gaga,Applause,78,0.78,0.738,0.669,0,-4.287,212333
Lady Gaga - Bad Romance,Lady Gaga,Bad Romance,84,0.921,0.714,0.696,1,-3.755,294573
Lady Gaga - Bloody Mary,Lady Gaga,Bloody Mary,70,0.638,0.456,0.584,0,-6.437,244760
Lady Gaga - Judas,Lady Gaga,Judas,71,0.937,0.535,0.661,0,-3.83,249066
Lady Gaga - Just Dance,Lady Gaga,Just Dance,77,0.739,0.745,0.822,0,-4.541,241933
Lady Gaga - Paparazzi,Lady Gaga,Paparazzi,74,0.692,0.397,0.762,0,-3.973,208306
Lady Gaga - Poker Face,Lady Gaga,Poker Face,79,0.806,0.787,0.851,0,-4.62,237200
Lady Gaga - Shallow,Lady Gaga,Shallow,85,0.385,0.323,0.572,0,-6.362,215733
Lady Gaga - Telephone,Lady Gaga,Telephone,74,0.836,0.716,0.824,0,-5.903,220640
Linda Ronstadt - All My Life (with Aaron Neville) - 1999 Remaster,Linda Ronstadt,All My Life (with Aaron Neville) - 1999 Remaster,51,0.523,0.375,0.602,0,-8.753,210960
Linda Ronstadt - Blue Bayou,Linda Ronstadt,Blue Bayou,66,0.161,0.5,0.732,0,-12.817,239399
Linda Ronstadt - Don't Know Much (with Aaron Neville),Linda Ronstadt,Don't Know Much (with Aaron Neville),64,0.285,0.268,0.507,0,-11.005,211973
Linda Ronstadt - It's so Easy,Linda Ronstadt,It's so Easy,52,0.764,0.894,0.623,0,-4.686,145173
Linda Ronstadt - Long Long Time,Linda Ronstadt,Long Long Time,61,0.192,0.272,0.427,0,-14.611,263400
Linda Ronstadt - To Know Him Is to Love Him - 2015 Remaster,Linda Ronstadt,To Know Him Is to Love Him - 2015 Remaster,51,0.196,0.354,0.323,0,-16.247,227013
Linda Ronstadt - When Will I Be Loved,Linda Ronstadt,When Will I Be Loved,62,0.573,0.621,0.513,0,-10.023,124866
Linda Ronstadt - Wildflowers - 2015 Remaster,Linda Ronstadt,Wildflowers - 2015 Remaster,56,0.368,0.618,0.609,0,-13.338,216573
Linda Ronstadt - You're No Good,Linda Ronstadt,You're No Good,63,0.52,0.634,0.669,0,-10.136,224026
Lionel Richie - All Night Long (All Night),Lionel Richie,All Night Long (All Night),56,0.62,0.801,0.717,0,-13.068,385693
Lionel Richie - Dancing On The Ceiling,Lionel Richie,Dancing On The Ceiling,69,0.903,0.66,0.539,0,-5.607,257240
Lionel Richie - Hello,Lionel Richie,Hello,59,0.516,0.171,0.516,0,-8.718,268146
"Lionel Richie - Say You, Say Me",Lionel Richie,"Say You, Say Me",73,0.482,0.655,0.664,0,-10.058,309200
Lionel Richie - Stuck On You,Lionel Richie,Stuck On You,62,0.501,0.248,0.561,0,-9.24,200760
Lionel Richie - The Only One,Lionel Richie,The Only One,48,0.384,0.558,0.691,0,-13.64,264733
