Artist_Name,artists,disc_number,duration_ms,explicit,href,id,is_local,is_playable,name,popularity,preview_url,track_number,type,uri,album.album_type,album.artists,album.href,album.id,album.images,album.is_playable,album.name,album.release_date,album.release_date_precision,album.total_tracks,album.type,album.uri,album.external_urls.spotify,external_ids.isrc,external_urls.spotify
Maroon 5,,1,231386,TRUE,https://api.spotify.com/v1/tracks/4P0osvTXoSYZZC2n8IFH3c,4P0osvTXoSYZZC2n8IFH3c,FALSE,TRUE,Payphone,73,NA,2,track,spotify:track:4P0osvTXoSYZZC2n8IFH3c,album,,https://api.spotify.com/v1/albums/2pjfMmH52fryXVQuWTWOgP,2pjfMmH52fryXVQuWTWOgP,,TRUE,Overexposed (Deluxe),2012-01-01,day,15,album,spotify:album:2pjfMmH52fryXVQuWTWOgP,https://open.spotify.com/album/2pjfMmH52fryXVQuWTWOgP,USUM71203347,https://open.spotify.com/track/4P0osvTXoSYZZC2n8IFH3c
Maroon 5,,1,201160,FALSE,https://api.spotify.com/v1/tracks/7LcfRTgAVTs5pQGEQgUEzN,7LcfRTgAVTs5pQGEQgUEzN,FALSE,TRUE,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",74,NA,13,track,spotify:track:7LcfRTgAVTs5pQGEQgUEzN,album,,https://api.spotify.com/v1/albums/7strNUlU6xZqlVWBNUdOYv,7strNUlU6xZqlVWBNUdOYv,,TRUE,Hands All Over,2010,year,13,album,spotify:album:7strNUlU6xZqlVWBNUdOYv,https://open.spotify.com/album/7strNUlU6xZqlVWBNUdOYv,USUM71109132,https://open.spotify.com/track/7LcfRTgAVTs5pQGEQgUEzN
Maroon 5,,1,189486,FALSE,https://api.spotify.com/v1/tracks/4cktbXiXOapiLBMprHFErI,4cktbXiXOapiLBMprHFErI,FALSE,TRUE,Memories,85,NA,11,track,spotify:track:4cktbXiXOapiLBMprHFErI,album,,https://api.spotify.com/v1/albums/1pCA38N6MkLlthXtAOvZTU,1pCA38N6MkLlthXtAOvZTU,,TRUE,JORDI (Deluxe),2021-06-11,day,14,album,spotify:album:1pCA38N6MkLlthXtAOvZTU,https://open.spotify.com/album/1pCA38N6MkLlthXtAOvZTU,USUM71913350,https://open.spotify.com/track/4cktbXiXOapiLBMprHFErI
Maroon 5,,1,206200,FALSE,https://api.spotify.com/v1/tracks/6ECp64rv50XVz93WvxXMGF,6ECp64rv50XVz93WvxXMGF,FALSE,TRUE,This Love,85,NA,2,track,spotify:track:6ECp64rv50XVz93WvxXMGF,album,,https://api.spotify.com/v1/albums/5zClcGCSWj926AMjvBNSLc,5zClcGCSWj926AMjvBNSLc,,TRUE,Songs About Jane: 10th Anniversary Edition,2002,year,29,album,spotify:album:5zClcGCSWj926AMjvBNSLc,https://open.spotify.com/album/5zClcGCSWj926AMjvBNSLc,USJAY0300080,https://open.spotify.com/track/6ECp64rv50XVz93WvxXMGF
Maroon 5,,1,259453,FALSE,https://api.spotify.com/v1/tracks/4llK75pXNWZz6KAho2Gp16,4llK75pXNWZz6KAho2Gp16,FALSE,TRUE,She Will Be Loved - Radio Mix,83,NA,4,track,spotify:track:4llK75pXNWZz6KAho2Gp16,album,,https://api.spotify.com/v1/albums/5zClcGCSWj926AMjvBNSLc,5zClcGCSWj926AMjvBNSLc,,TRUE,Songs About Jane: 10th Anniversary Edition,2002,year,29,album,spotify:album:5zClcGCSWj926AMjvBNSLc,https://open.spotify.com/album/5zClcGCSWj926AMjvBNSLc,USUM71204501,https://open.spotify.com/track/4llK75pXNWZz6KAho2Gp16
Maroon 5,,1,235493,TRUE,https://api.spotify.com/v1/tracks/2iuZJX9X9P0GKaE93xcPjk,2iuZJX9X9P0GKaE93xcPjk,FALSE,TRUE,Sugar,82,NA,5,track,spotify:track:2iuZJX9X9P0GKaE93xcPjk,album,,https://api.spotify.com/v1/albums/2Auw0pTT6EcQdvHNimhLQI,2Auw0pTT6EcQdvHNimhLQI,,TRUE,V,2014-09-02,day,12,album,spotify:album:2Auw0pTT6EcQdvHNimhLQI,https://open.spotify.com/album/2Auw0pTT6EcQdvHNimhLQI,USUM71410340,https://open.spotify.com/track/2iuZJX9X9P0GKaE93xcPjk
Maroon 5,,1,231013,FALSE,https://api.spotify.com/v1/tracks/2bL2gyO6kBdLkNSkxXNh6x,2bL2gyO6kBdLkNSkxXNh6x,FALSE,TRUE,Animals,82,NA,2,track,spotify:track:2bL2gyO6kBdLkNSkxXNh6x,album,,https://api.spotify.com/v1/albums/2Auw0pTT6EcQdvHNimhLQI,2Auw0pTT6EcQdvHNimhLQI,,TRUE,V,2014-09-02,day,12,album,spotify:album:2Auw0pTT6EcQdvHNimhLQI,https://open.spotify.com/album/2Auw0pTT6EcQdvHNimhLQI,USUM71409576,https://open.spotify.com/track/2bL2gyO6kBdLkNSkxXNh6x
Maroon 5,,1,219466,FALSE,https://api.spotify.com/v1/tracks/4XNrMwGx1SqP01sqkGTDmo,4XNrMwGx1SqP01sqkGTDmo,FALSE,TRUE,One More Night,73,NA,1,track,spotify:track:4XNrMwGx1SqP01sqkGTDmo,album,,https://api.spotify.com/v1/albums/2pjfMmH52fryXVQuWTWOgP,2pjfMmH52fryXVQuWTWOgP,,TRUE,Overexposed (Deluxe),2012-01-01,day,15,album,spotify:album:2pjfMmH52fryXVQuWTWOgP,https://open.spotify.com/album/2pjfMmH52fryXVQuWTWOgP,USUM71203514,https://open.spotify.com/track/4XNrMwGx1SqP01sqkGTDmo
Maroon 5,,1,227395,FALSE,https://api.spotify.com/v1/tracks/5zFglKYiknIxks8geR8rcL,5zFglKYiknIxks8geR8rcL,FALSE,TRUE,Beautiful Mistakes (feat. Megan Thee Stallion),78,NA,1,track,spotify:track:5zFglKYiknIxks8geR8rcL,album,,https://api.spotify.com/v1/albums/1pCA38N6MkLlthXtAOvZTU,1pCA38N6MkLlthXtAOvZTU,,TRUE,JORDI (Deluxe),2021-06-11,day,14,album,spotify:album:1pCA38N6MkLlthXtAOvZTU,https://open.spotify.com/album/1pCA38N6MkLlthXtAOvZTU,USUM72103449,https://open.spotify.com/track/5zFglKYiknIxks8geR8rcL
Marvin Gaye,,1,151666,FALSE,https://api.spotify.com/v1/tracks/7tqhbajSfrz2F7E1Z75ASX,7tqhbajSfrz2F7E1Z75ASX,FALSE,TRUE,Ain't No Mountain High Enough,85,NA,1,track,spotify:track:7tqhbajSfrz2F7E1Z75ASX,album,,https://api.spotify.com/v1/albums/5LqviduT0g0J0ypFrFSwCE,5LqviduT0g0J0ypFrFSwCE,,TRUE,United,1967-08-29,day,12,album,spotify:album:5LqviduT0g0J0ypFrFSwCE,https://open.spotify.com/album/5LqviduT0g0J0ypFrFSwCE,USMO16700534,https://open.spotify.com/track/7tqhbajSfrz2F7E1Z75ASX
